step,true_distance_cm,observed_distance_cm,estimated_distance_cm,target_distance_cm,control_error_cm,predicted_next_distance_cm,prediction_error_cm,action_value,servo_angle,led_intensity,reason,disturbance
120,14.893808664613914,14.263277023205847,22.034915405383188,30.0,-7.965084594616812,22.082025081533892,-11.843951780555505,-2.369841007713612,80,63,distance_too_small_increase_distance,-0.0837744696155585
121,11.336807327162024,11.293278000387657,18.275342313634752,30.0,-11.724657686365248,18.464929594251842,-10.788747081146235,-4.03119741260862,73,93,distance_too_small_increase_distance,-0.3582241224176527
122,8.354429199952191,7.130477460397243,14.374639615001625,30.0,-15.625360384998375,14.697135408010315,-11.3344521338546,-5.93492146532414,66,125,distance_too_small_increase_distance,0.06274647223471065
123,6.059461200842484,5.092524804555138,11.125899431345355,30.0,-18.874100568654647,11.600693148571287,-9.604610603455177,-7.4390720976946865,60,150,distance_too_small_increase_distance,0.0769988393901178
124,5.0,4.2975093512282605,8.735962903304372,30.0,-21.264037096695628,9.331088671119947,-7.303183797343026,-8.572869191686967,55,170,distance_too_small_increase_distance,0.4757156513341528
125,5.0,4.927051701168004,7.402843982556644,30.0,-22.597156017443357,8.088673517891602,-4.404036969951942,-9.23923660505815,53,180,distance_too_small_increase_distance,0.2922889360701025
126,5.086120100394288,4.4699859723905995,6.376343678998528,30.0,-23.623656321001473,7.11548260740318,-3.618687545501002,-9.957265481585866,50,188,distance_too_small_increase_distance,0.12490487070232827
127,5.988400832884187,6.713565995785949,6.4943714898741245,30.0,-23.505628510125874,7.290952728400994,-0.40191661161723147,-10.008482043494585,49,188,distance_too_small_increase_distance,0.5121560119268466
128,7.60739712412871,5.776770938641013,6.243211296942536,30.0,-23.756788703057463,7.0438898604221025,-1.5141817897599807,-10.551542515909297,47,190,distance_too_small_increase_distance,-0.4160670690129978
129,9.94599142443574,10.202467620014952,7.628951010017882,30.0,-22.371048989982118,8.473074411290627,3.1585777595928493,-9.944979591945856,50,178,distance_too_small_increase_distance,-0.22391303646241167
130,12.900267412102348,12.354094431762157,9.28275120762838,30.0,-20.71724879237162,10.078349574984047,3.8810200204715297,-9.502168934237288,51,165,distance_too_small_increase_distance,-0.3243015794919337
131,16.40109592381605,16.69962228320089,11.878656084078756,30.0,-18.121343915921244,12.63882959881774,6.621272708216841,-8.476446015522177,56,144,distance_too_small_increase_distance,-0.13643343110451878
132,20.310890113369336,21.817637858572937,15.357299705151718,30.0,-14.642700294848282,16.035415386393492,9.178808259755197,-7.040853675277287,61,117,distance_too_small_increase_distance,-0.48184015164470806
133,24.521382145245326,24.39081651539195,18.5190305887358,30.0,-11.480969411264201,19.082298882757982,8.355401128998459,-5.95486204758849,66,91,distance_too_small_increase_distance,0.2223028313850415
134,28.909639801497846,28.99212089490766,22.18461219589595,30.0,-7.8153878041040485,22.66100115970303,9.909822012149679,-4.42170143045605,72,62,distance_too_small_increase_distance,-0.07777794398457068
135,33.31871642609538,33.91229051824048,26.28929960871654,30.0,-3.71070039128346,26.643035723153023,11.251289358537452,-2.65678994569536,79,29,distance_too_small_increase_distance,-0.5147822030759303
136,37.61392824870558,36.47728961610308,29.855096111301826,30.0,-0.14490388869817394,30.067639306957457,9.834253892950056,-1.2798849731917792,84,1,stable_near_target,-0.35545267842263956
137,41.71635253391879,42.17104034182618,34.165676591985346,30.0,4.165676591985346,34.26806738984069,12.103401034868721,0.7568964527566908,93,33,distance_too_large_reduce_distance,0.10972984660756833
138,45.48572261788469,46.06360677602205,38.32995215639819,30.0,8.329952156398193,38.269400440177655,11.79553938618136,2.5986543905765114,100,66,distance_too_large_reduce_distance,0.29334429876303336
139,48.81828723533146,48.63543693987025,41.93687183061341,30.0,11.936871830613413,41.72897947936729,10.366036499692598,4.169995435362627,106,95,distance_too_large_reduce_distance,0.6988558120921252
140,51.63496528788308,52.08398173683089,45.48836029778953,30.0,15.488360297789526,45.15476066296052,10.355002257463603,5.881751130494835,113,123,distance_too_large_reduce_distance,1.0198518631025653
141,53.791187951398825,53.820719023850806,48.404685851910976,30.0,18.404685851910976,47.93414576147139,8.665958360890286,7.242942310132481,118,147,distance_too_large_reduce_distance,0.14504330164659873
142,55.19972272655731,54.51606463009435,50.543668424275154,30.0,20.543668424275154,49.96423303946455,6.581918868622957,8.278454560902965,123,164,distance_too_large_reduce_distance,-0.34633834201115243
143,55.81007289266967,54.68540031916961,51.993274587488216,30.0,21.993274587488216,51.33099822261598,4.721167279705057,9.065525458251528,126,175,distance_too_large_reduce_distance,-0.7462161982559582
144,55.65714146108506,56.36909701444108,53.52481243692172,30.0,23.52481243692172,52.7995704002616,5.0380987918250995,10.079668512535923,130,188,distance_too_large_reduce_distance,0.09369901182034253
145,54.69431527954057,56.04601076964288,54.40723185337413,30.0,24.407231853374128,53.600858372371256,3.2464403693812827,10.673587089990706,132,195,distance_too_large_reduce_distance,-0.28452938335861405
146,52.93773121145179,52.2362743951653,53.64739674300104,30.0,23.64739674300104,52.79350977580178,-1.3645839772059531,10.347871298877411,131,189,distance_too_large_reduce_distance,-0.14537504106288984
147,50.465566630235486,50.68822919872172,52.61168810250328,30.0,22.61168810250328,51.78385839859309,-2.105280577080059,10.191356814778475,130,180,distance_too_large_reduce_distance,-0.21423387967093283
148,47.348681184009756,46.30612080811478,50.40473954946731,30.0,20.40473954946731,49.58943100428503,-5.477737590478313,9.312836734986972,127,163,distance_too_large_reduce_distance,-0.04927681024573484
149,43.72360543425965,43.27644358119265,47.90983596057118,30.0,17.90983596057118,47.16480902177222,-6.31298742309238,8.47027465916993,123,143,distance_too_large_reduce_distance,0.3730930807756752
150,39.67741136418876,39.210606748135014,44.865105736218524,30.0,14.865105736218524,44.18748376348493,-7.9542022736372076,7.293502691184656,119,118,distance_too_large_reduce_distance,0.054966998605870614
151,35.32819455407987,34.34698597425778,41.18376381953226,30.0,11.18376381953226,40.60028360423749,-9.84049778922715,5.775040971156015,113,89,distance_too_large_reduce_distance,-0.055522192963540905
152,30.80329570231168,30.674568642243916,37.50554550748134,30.0,7.505545507481337,37.043542229788855,-9.925714961993574,4.343459655726623,107,60,distance_too_large_reduce_distance,-0.36247881348903405
153,26.218356046176805,26.943248725574502,33.808741633813945,30.0,3.808741633813945,33.461264861355815,-10.100293504214353,2.843844329737905,101,30,distance_too_large_reduce_distance,-0.586139030646525
154,21.718344231183554,22.098783655689783,29.710256341470487,30.0,-0.2897436585295132,29.482748795091453,-11.362481205666032,1.029764439966975,94,2,stable_near_target,-0.1702077681756658
155,17.450010893403153,16.969561481274656,25.251013140401945,30.0,-4.748986859598055,25.168631985204588,-12.513187313816797,-0.993719247295302,86,37,distance_too_small_increase_distance,-0.01882389278641217
156,13.59089720253865,14.662677478216963,21.5450956586372,30.0,-8.454904341362798,21.624593198420826,-10.505954506987624,-2.5112964965101003,79,67,distance_too_small_increase_distance,0.6187754697529589
157,10.205104993881246,10.314874166443728,17.614518136369487,30.0,-12.385481863630513,17.815421856090296,-11.309719031977098,-4.397346492727651,72,99,distance_too_small_increase_distance,0.04559608251551004
158,7.425303900690976,8.802514387506564,14.530316824267464,30.0,-15.469683175732536,14.882104543685676,-9.012907468583732,-5.738553525210037,67,123,distance_too_small_increase_distance,0.3439588288580701
159,5.290435493066392,4.181966275933235,10.908394132350484,30.0,-19.091605867649516,11.367478414367287,-10.70013826775244,-7.664433847389201,59,152,distance_too_small_increase_distance,-0.17475345948870322
160,5.0,7.3516355687687325,9.66352863509687,30.0,-20.33647136490313,10.276683342888006,-4.015842845598555,-7.9693718438833265,58,162,distance_too_small_increase_distance,-0.4147303182459586
161,5.0,4.79712303935735,7.960286676588039,30.0,-22.03971332341196,8.597836424098706,-5.479560303530656,-9.11617198778436,53,176,distance_too_small_increase_distance,-0.33779086678133013
162,5.089002439177281,4.081875830966942,6.6028428806206545,30.0,-23.397157119379344,7.332136639643403,-4.515960593131764,-9.961180143122235,50,187,distance_too_small_increase_distance,-0.2538291225875136
163,6.005917339379547,5.09199230257735,6.074045178305498,30.0,-23.925954821694503,6.870939589755277,-2.240144337066053,-10.359862359816532,48,191,distance_too_small_increase_distance,0.7449644063523075
164,7.673062918466549,8.35926552360365,6.873872299159851,30.0,-23.12612770084015,7.7026612879451735,1.4883259338483725,-10.078529423473013,49,185,distance_too_small_increase_distance,-0.28748533772853513
165,10.044464221960688,10.708951973053768,8.216150185022723,30.0,-21.783849814977277,9.022432538900564,3.0062906851085947,-9.72219129033339,51,174,distance_too_small_increase_distance,0.2934712213077207
166,13.011841511820386,13.602603879870042,10.101408978219284,30.0,-19.898591021780717,10.879184281445955,4.580171340969478,-9.109405662904134,53,159,distance_too_small_increase_distance,-0.3160245123304592
167,16.516557372147535,16.944695939008927,12.49655941449566,30.0,-17.50344058550434,13.22531186752799,6.065511657562972,-8.25381792697306,56,140,distance_too_small_increase_distance,0.3260505545059854
168,20.44298519831648,19.482664143704508,14.941696069718757,30.0,-15.058303930281243,15.602001503876602,6.257352276176517,-7.441738122565301,60,120,distance_too_small_increase_distance,0.13473283813705209
169,24.68716096324981,24.51409555684876,18.292035890214258,30.0,-11.707964109785742,18.887374940019484,8.912094052972156,-6.011070163244048,65,93,distance_too_small_increase_distance,-0.05482326418033164
170,29.114416693489957,27.206685740642,21.412163337863966,30.0,-8.587836662136034,21.89304895092349,8.319310800622517,-4.880080907189286,70,68,distance_too_small_increase_distance,-0.014266884147401907
171,33.61071221051842,32.85422729333444,25.416885722278632,30.0,-4.583114277721368,25.807292194853776,10.96117834241095,-3.0722333338126555,77,36,distance_too_small_increase_distance,-0.22917569340028662
172,38.04585197158585,38.52593668780527,30.005053560212957,30.0,0.005053560212957109,30.250832226917968,12.718644492951494,-1.0167690387027197,85,0,stable_near_target,0.15612527051872818
173,42.243911261568805,40.68596743455955,33.74337341623426,30.0,3.743373416234263,33.824714939330484,10.435135207641583,0.422509346048879,91,29,distance_too_large_reduce_distance,-0.159244218119273
174,46.09285755270312,47.93941901192041,38.71198937472441,30.0,8.71198937472441,38.6781886270405,14.114704072589923,2.910673031778752,101,69,distance_too_large_reduce_distance,-0.42896201731853684
175,49.41715985336514,50.37833732316541,42.79521115667876,30.0,12.79521115667876,42.56235731413646,11.700148696124913,4.622767628711885,108,102,distance_too_large_reduce_distance,-0.44727815101186674
176,52.141959871244005,51.174583682671134,45.72799154077609,30.0,15.727991540776088,45.35817013047914,8.612226368534671,5.837358155615859,113,125,distance_too_large_reduce_distance,0.06040577120274181
177,54.236669332409264,54.76704859231566,48.891661508814934,30.0,18.891661508814934,48.42467285636567,9.408878461836522,7.500270173291533,120,151,distance_too_large_reduce_distance,0.5526819397436522
178,55.58752737066717,55.983934578566824,51.37395708322809,30.0,21.373957083228092,50.77393546936477,7.559261722201157,8.713541304195829,124,170,distance_too_large_reduce_distance,0.05599706475070338
179,56.144665871204424,55.98624559848349,52.98825806356748,30.0,22.98825806356748,52.291174759231815,5.21231012911872,9.545412776195654,128,183,distance_too_large_reduce_distance,-0.04152341413845889
180,55.904173612051466,56.32925498138393,54.15760698480324,30.0,24.157606984803238,53.393973962707584,4.038080222152118,10.301013974883922,131,193,distance_too_large_reduce_distance,0.10003914886089
181,54.87928972352837,54.61986349336214,54.31939676279886,30.0,24.31939676279886,53.495315644808144,1.2258895306545554,10.512093621571237,132,194,distance_too_large_reduce_distance,0.45710060959738863
182,53.089019411250064,53.02870346452864,53.86765410840428,30.0,23.86765410840428,53.02668661867858,-0.4666121802795047,10.545399383225734,132,190,distance_too_large_reduce_distance,0.07678387547734972
183,50.57324484363359,50.969324942266525,52.853238900256066,30.0,22.853238900256066,52.00960694959801,-2.0573616764120572,10.338355617481524,131,182,distance_too_large_reduce_distance,-0.143824530791808
184,47.42586609877779,47.76957450402603,51.073956361575554,30.0,21.073956361575554,50.24688791217703,-4.240032445571977,9.738895483942237,128,168,distance_too_large_reduce_distance,0.38720104852096104
185,43.7271954650196,43.96038338505107,48.58420581979199,30.0,18.58420581979199,47.80509418107661,-6.286504527125963,8.815660383007348,125,148,distance_too_large_reduce_distance,0.1500647534615647
186,39.60905467484382,39.85914617146891,45.53043494287891,30.0,15.530434942878912,44.82518211223832,-7.945948009607704,7.641948665118546,120,124,distance_too_large_reduce_distance,0.5375145971985972
187,35.171034449422244,35.921443070369854,42.16728778750074,30.0,12.16728778750074,41.555931894291255,-8.90373904186847,6.343873395409905,115,97,distance_too_large_reduce_distance,0.06413205302766714
188,30.51473756009228,31.125257572693556,38.302577212318226,30.0,8.302577212318226,37.795067340685435,-10.4306743215977,4.734889659661067,108,66,distance_too_large_reduce_distance,-0.42856416110217505
189,25.78164749425573,24.816597956565367,33.58248447280473,30.0,3.5824844728047296,33.203693300031844,-12.978469384120068,2.6180039000046538,100,28,distance_too_large_reduce_distance,-0.47885571973598273
190,21.19932465984141,20.5799017371877,29.03158051533877,30.0,-0.9684194846612293,28.8221402033384,-12.623791562844143,0.7293194776494907,92,7,stable_near_target,0.5778247762809373
191,16.90958301573784,18.068019171315058,25.19433404493047,30.0,-4.805665955069529,25.135988486718514,-10.754121032023342,-0.7974043820953531,86,38,distance_too_small_increase_distance,0.6032830022741539
192,12.980774051056704,14.221704708122513,21.353913777047687,30.0,-8.646086222952313,21.417706127615315,-10.914283778596001,-2.5407704233947936,79,69,distance_too_small_increase_distance,-0.06283172464891022
193,9.52353756965495,9.961548119617554,17.36658579694714,30.0,-12.633414203052858,17.569847430818726,-11.456158007997761,-4.437269084770723,72,101,distance_too_small_increase_distance,-0.1341155623975957
194,6.688864443847216,6.463164620927086,13.550388385340122,30.0,-16.44961161465988,13.90536991212178,-11.106682809891641,-6.249167446796995,65,131,distance_too_small_increase_distance,0.5115055022847708
195,5.0,5.652112230560885,10.785991731167389,30.0,-19.21400826883261,11.285925126911149,-8.253257681560894,-7.467027998946487,60,153,distance_too_small_increase_distance,-0.38746598871522075
196,5.0,5.542019360128291,8.950601401303706,30.0,-21.049398598696293,9.547963641219425,-5.7439057667828575,-8.349251525121687,56,168,distance_too_small_increase_distance,-0.3131544566345392
197,5.0,3.759901931672895,7.1338565869329225,30.0,-22.86614341306708,7.801796708942657,-5.788061709546531,-9.451174484944987,52,182,distance_too_small_increase_distance,0.22516437814116552
198,5.150018010956672,5.202856613259664,6.458006596147282,30.0,-23.541993403852718,7.214100554942881,-2.598940095682993,-9.837164520944013,50,188,distance_too_small_increase_distance,-0.13811179300085635
199,6.076418290154297,4.955033323424731,5.931965950694389,30.0,-24.06803404930561,6.71893911236991,-2.2590672315181504,-10.386164046800607,48,192,distance_too_small_increase_distance,-0.0017926533520249534
200,7.766003422827958,7.397643132368907,6.44495296428047,30.0,-23.55504703571953,7.275846088024519,0.6787040199989978,-10.295449121641672,48,188,distance_too_small_increase_distance,-0.0572050144835794
201,10.166861080549777,10.192115935346783,7.75646000415368,30.0,-22.24353999584632,8.580095933885014,2.9162698473222637,-9.90259485904945,50,177,distance_too_small_increase_distance,0.11815109207962673
202,13.216497223528016,14.5927904865609,10.149175672996208,30.0,-19.850824327003792,10.941383261720164,6.012694552675887,-8.957550744667396,54,158,distance_too_small_increase_distance,0.4926186514598008
203,16.77084813194195,15.077651937372021,11.874142365527742,30.0,-18.125857634472258,12.590746425101134,4.136268675651857,-8.651857373109655,55,145,distance_too_small_increase_distance,0.03170471741561094
204,20.779811995498026,20.494686522668342,14.891332820526952,30.0,-15.108667179473048,15.583481410375724,7.903940097567208,-7.326978161959193,60,120,distance_too_small_increase_distance,0.22537857764690025
205,25.05842862979387,25.60441925652047,18.64091307312468,30.0,-11.359086926875321,19.227071326081415,10.020937846144745,-5.761415004299604,66,90,distance_too_small_increase_distance,-0.7175602353608579
206,29.497602727999197,30.031497115905836,22.627617488098082,30.0,-7.372382511901918,23.08853068844205,10.804425789824421,-4.145417571966655,73,58,distance_too_small_increase_distance,-0.01705144067554128
207,33.94291151535736,34.6237063075039,26.826248574890116,30.0,-3.1737514251098844,27.15788198064745,11.535175619061853,-2.3829749190905503,80,25,distance_too_small_increase_distance,-0.29513059460250485
208,38.24635745257028,37.4514263958929,30.54506081224109,30.0,0.5450608122410898,30.735698805768333,10.293544415245453,-0.9184580140965578,86,4,stable_near_target,-0.4265845711482698
209,42.30667114888477,42.20329192756677,34.62544170260507,30.0,4.625441702605073,34.6989183437328,11.467593121798433,0.9442286890582532,93,37,distance_too_large_reduce_distance,-0.30735332842506274
210,46.00137743112032,45.63132761366508,38.47750177147607,30.0,8.47750177147607,38.40196347635141,10.932409269932279,2.6390258638277566,100,67,distance_too_large_reduce_distance,-0.11694320424528422
211,49.24236049898439,50.29057549037856,42.61207757309194,30.0,12.612077573091938,42.40095550398572,11.888612014027146,4.626882325306671,108,100,distance_too_large_reduce_distance,0.32056588982460454
212,51.863112293513,51.75287886072372,45.81135802376306,30.0,15.811358023763063,45.44120743773853,9.351923356737998,6.001985507737146,114,126,distance_too_large_reduce_distance,-0.46423745120884735
213,53.820788672926035,53.835238338987786,48.61971613409172,30.0,18.619716134091718,48.13955729347275,8.394030901249259,7.374788741211213,119,148,distance_too_large_reduce_distance,0.010721022408046106
214,55.04297164139993,55.195808901328036,50.92134860262443,30.0,20.921348602624427,50.33136550332753,7.0562516078552875,8.54381496583921,124,167,distance_too_large_reduce_distance,-0.16945930166675247
215,55.490362325662176,54.442803018257564,52.15385764809603,30.0,22.15385764809603,51.47035245082889,4.1114375149300315,9.158569476585278,126,177,distance_too_large_reduce_distance,-0.11468558302668629
216,55.19129836584207,55.605377067983326,53.36188944505658,30.0,23.361889445056583,52.62920388692976,4.135024617154436,10.01098617831213,130,186,distance_too_large_reduce_distance,0.3509652388566114
217,54.12170700909198,53.23739887580241,53.31831774581762,30.0,23.318317745817623,52.517438851552654,0.6081949888726541,10.067108061655139,130,186,distance_too_large_reduce_distance,0.1883404029513741
218,52.34502286926222,52.49154782213343,53.028948272528154,30.0,23.028948272528154,52.22357962759574,-0.025891029419227607,10.236931596670374,130,184,distance_too_large_reduce_distance,0.46808933760496024
219,49.87104824210005,49.290666742679385,51.720549737081086,30.0,21.720549737081086,50.901595209347455,-2.9329128849163553,9.789026064164148,129,173,distance_too_large_reduce_distance,-0.05407698773746516
220,46.774950758001864,47.73357856450061,50.32510982667792,30.0,20.325109826677917,49.54198774154479,-3.168016644846844,9.488668846704643,127,162,distance_too_large_reduce_distance,-0.24357991408474605
221,43.13256906075877,43.162888802153525,47.81833246809438,30.0,17.818332468094383,47.05923896035801,-6.3790989393912625,8.458603104521293,123,142,distance_too_large_reduce_distance,-0.07835058590817483
222,39.07270952780823,40.61746586109615,45.298029155645,30.0,15.298029155644997,44.62134090728329,-6.441773099261859,7.6265704407767405,120,122,distance_too_large_reduce_distance,0.08487387694492755
223,34.69000456067503,32.90280327346224,40.959700096881036,30.0,10.959700096881036,40.3495744616189,-11.71853763382105,5.568902073359885,112,87,distance_too_large_reduce_distance,0.06180067545879885
224,30.149599984108278,31.247470810671963,37.56041984670786,30.0,7.560419846707859,37.11490768083907,-9.102103650946937,4.461201403877741,107,60,distance_too_large_reduce_distance,-0.3795358252816783
225,25.57171118676947,26.25970427993303,33.60516939833667,30.0,3.6051693983366704,33.24827328602645,-10.855203400906039,2.7317603129333294,100,28,distance_too_large_reduce_distance,0.031671423569755976
226,21.09972777598714,21.333754200370333,29.31017407904845,30.0,-0.6898259209515487,29.091633254013786,-11.91451908565612,0.8427710184162581,93,5,stable_near_target,0.0798799155486168
227,16.91741731814312,18.683187067118823,25.590728624873083,30.0,-4.409271375126917,25.52330694339978,-10.408446186894963,-0.6589141726394727,87,35,distance_too_small_increase_distance,0.8811159131368721
228,13.113426506856765,11.970977028402322,20.823815566108316,30.0,-9.176184433891684,20.876528699919472,-13.55232991499746,-3.029103296838718,77,73,distance_too_small_increase_distance,0.6568956139485845
229,9.803111557472775,9.973177812309135,17.026092352278603,30.0,-12.973907647721397,17.2684206160257,-10.903350887610337,-4.605533895477307,71,103,distance_too_small_increase_distance,-0.298635172695587
230,7.087932157356737,8.085704559516795,13.89695662481197,30.0,-16.10304337518803,14.265399336450155,-9.182716056508905,-6.014227304641235,65,128,distance_too_small_increase_distance,-0.10058417654221163
231,5.018343264587973,5.504101295069454,10.95945725940209,30.0,-19.04054274059791,11.440595443773388,-8.761298041380702,-7.491425179569868,60,152,distance_too_small_increase_distance,-0.5122047006429511
232,5.0,4.697174770486849,8.767658388281756,30.0,-21.232341611718244,9.366972402647345,-6.743420673286539,-8.566411720872482,55,169,distance_too_small_increase_distance,-0.20674745488722024
233,5.0,5.518361097960589,7.630404336669347,30.0,-22.369595663330653,8.315717274339146,-3.8486113046867567,-9.14760249720791,53,178,distance_too_small_increase_distance,0.11046175125661917
234,5.240105725925917,4.907928407442165,6.677537761439833,30.0,-23.322462238560167,7.409345961216466,-3.407788866896981,-9.857078147578472,50,186,distance_too_small_increase_distance,0.4220487673108817
235,6.239211335682786,5.966613660547684,6.428714326127581,30.0,-23.571285673872417,7.217280577933859,-1.4427323006687818,-10.160263784735905,49,188,distance_too_small_increase_distance,-0.255179343210263
236,7.969753092834359,7.440137133248221,6.782712308619805,30.0,-23.217287691380193,7.595533411398677,0.22285655531436266,-10.227223235542889,49,185,distance_too_small_increase_distance,-0.22895125402372876
237,10.359757227808327,11.203165089750591,8.32987078201558,30.0,-21.670129217984417,9.148048640859011,3.607631678351914,-9.639973306987649,51,173,distance_too_small_increase_distance,-0.7515511604085292
238,13.350812284283593,13.600526242168483,10.174600193069097,30.0,-19.825399806930903,10.945798057628108,4.452477601309472,-9.097102345164434,53,158,distance_too_small_increase_distance,-0.05693307219071768
239,16.841669422211204,18.854818954508378,13.212676759572844,30.0,-16.787323240427156,13.940444947185998,7.9090208968802695,-7.810383661640216,58,134,distance_too_small_increase_distance,-0.37184504415084707
240,20.703732063436192,21.381289464120492,16.07169120616452,30.0,-13.92830879383548,16.696521899095735,7.440844516934494,-6.8579158923599,62,111,distance_too_small_increase_distance,-0.1853037995781258
